Date,Hour_of_Day,Airport_Code,Airport_Name,City,State,Checkpoint,Total_Pax_KCM_PAX
1/14/2024,00:00,ANC,Ted Stevens Anchorage International,Anchorage,AK,South Checkpoint,332
1/14/2024,00:00,ATL,Hartsfield - Jackson Atlanta International,Atlanta,GA,Main Checkpoint,37
1/14/2024,00:00,BQN,Rafael Hernandez,Aguadilla,PR,Rafael Hernandez Air,128
1/14/2024,00:00,BTV,Burlington International,South Burlington,VT,Main Checkpoint,0
1/14/2024,00:00,BTV,Burlington International,South Burlington,VT,North,0
1/14/2024,00:00,BTV,Burlington International,South Burlington,VT,South,26
1/14/2024,00:00,BTV,Burlington International,South Burlington,VT,Blue-2,3
1/14/2024,00:00,BTV,Burlington International,South Burlington,VT,Red 3,12
1/14/2024,00:00,ELP,El Paso International,El Paso,TX,Consolidated Checkpoint,0
1/14/2024,00:00,ELP,El Paso International,El Paso,TX,CKPT-A1,3
1/14/2024,00:00,EWR,Newark Liberty International,Newark,NJ,CKPT-B3,4
1/14/2024,00:00,EWR,Newark Liberty International,Newark,NJ,CKPT-C1,19
1/14/2024,00:00,FAI,Fairbanks International,Fairbanks,AK,ASAA-FAI,144
1/14/2024,00:00,FAT,Fresno Yosemite International,Fresno,CA,FAT 01,117
1/14/2024,00:00,FAT,Fresno Yosemite International,Fresno,CA,T3F Checkpoint,38
1/14/2024,00:00,FAT,Fresno Yosemite International,Fresno,CA,T4 Checkpoint,0
1/14/2024,00:00,GSN,Francisco C Ada/Saipan International,Saipan,MP,GSN01,125
1/14/2024,00:00,GUM,Guam International,Tamuning,GU,GUM01,444
1/14/2024,00:00,HNL,Daniel K Inouye International,Honolulu,HI,HNL03,15
1/14/2024,00:00,IAD,Washington Dulles International,Dulles,VA,Passenger Screening Area: PreCheck,284
1/14/2024,00:00,IND,Indianapolis International,Indianapolis,IN,Checkpoint A,17
1/14/2024,00:00,JAX,Jacksonville International,Jacksonville,FL,Main Checkpoint,0
1/14/2024,00:00,JAX,Jacksonville International,Jacksonville,FL,Terminal 1,113
1/14/2024,00:00,JAX,Jacksonville International,Jacksonville,FL,Terminal 4 Main,443
1/14/2024,00:00,JFK,John F Kennedy International,Jamaica,NY,Terminal 5,20
